,Zone,Lat,Lng
1146,East Flatbush/Remsen Village,40.6468201,-73.9133089
1147,East Village,40.7264773,-73.9815337
1148,Financial District North,37.796667600000006,-122.40557709999999
1149,Fort Greene,40.6920638,-73.9741874
1150,Garment District,42.3658911,-71.09293659999999
1151,Greenwich Village South,40.7335719,-74.0027418
1152,Hamilton Heights,40.8259597,-73.9496079
1153,Jamaica,18.109581,-77.297508
1154,JFK Airport,40.6413111,-73.77813909999999
1155,Kew Gardens Hills,40.73849860000001,-73.81068540000001
1156,Meatpacking/West Village West,40.7409865,-74.0076108
1157,Midtown Center,42.7835541,-86.1113196
1158,Midtown North,40.7649516,-73.98510390000001
1159,Morrisania/Melrose,40.824545,-73.9104143
1160,Murray Hill,40.7478792,-73.9756567
1161,Murray Hill-Queens,40.7665245,-73.8036752
1162,SoHo,40.723301,-74.0029883
1163,Spuyten Duyvil/Kingsbridge,40.87941970000001,-73.9074286
1164,TriBeCa/Civic Center,40.716364899999995,-74.0123498
1165,Union Sq,40.7358633,-73.9910835
1166,University Heights/Morris Heights,40.8523957,-73.9135172
1167,Upper West Side North,40.7870106,-73.9753676
1168,Upper West Side South,40.7870106,-73.9753676
1169,Van Cortlandt Village,40.8979346,-73.88595140000001
1170,Van Nest/Morris Park,40.845044,-73.8598069
1171,Washington Heights South,40.84170820000001,-73.9393554
1172,Allerton/Pelham Gardens,40.8651604,-73.84267309999998
1173,Astoria,40.764357399999994,-73.9234619
1174,Bedford,42.4906231,-71.27600890000001
1175,Bushwick South,40.6944282,-73.9212858
1176,Clinton East,38.7651145,-76.8983059
1177,Clinton West,41.487875,-81.71094699999999
1178,Downtown Brooklyn/MetroTech,40.6931322,-73.986496
1179,East Harlem North,40.7957399,-73.9389213
1180,East Village,40.7264773,-73.9815337
1181,East Williamsburg,40.715876200000004,-73.9330429
1182,Financial District North,37.796667600000006,-122.40557709999999
1183,Fresh Meadows,40.7335179,-73.78014470000001
1184,Greenwich Village North,40.7335719,-74.0027418
1185,LaGuardia Airport,40.7769271,-73.87396590000002
1186,Lower East Side,40.715033,-73.98427240000001
1187,Midtown Center,42.7835541,-86.1113196
1188,Midtown South,40.753823100000005,-73.9950023
1189,Morningside Heights,40.8089564,-73.96243270000001
1190,Ocean Hill,33.1600272,-117.2644629
1191,Park Slope,40.6681038,-73.9805817
1192,Pelham Parkway,40.8553279,-73.8639594
1193,Penn Station/Madison Sq West,40.7483605,-73.9907657
1194,Seaport,37.9378182,-121.3141291
1195,Stuyvesant Heights,42.3880474,-73.775696
1196,Sunnyside,36.732844,-119.7170466
1197,Times Sq/Theatre District,40.759011,-73.98447220000001
1198,TriBeCa/Civic Center,40.716364899999995,-74.0123498
1199,Upper West Side North,40.7870106,-73.9753676
1200,Van Nest/Morris Park,40.845044,-73.8598069
1201,West Concourse,28.4246526,-81.4695163
1202,Williamsbridge/Olinville,40.8774767,-73.8664402
1203,Williamsburg (North Side),40.7162857,-73.95838979999999
1204,Alphabet City,40.725842799999995,-73.9774916
1205,Brooklyn Heights,40.6960105,-73.9932872
1206,Brownsville,25.9017472,-97.4974838
1207,Bushwick South,40.6944282,-73.9212858
1208,Central Harlem North,40.8142585,-73.9426617
1209,Crown Heights North,35.512170000000005,-97.52914
1210,Crown Heights South,40.6681032,-73.94479940000001
1211,Cypress Hills,40.683611799999994,-73.8801301
1212,East Village,40.7264773,-73.9815337
1213,Erasmus,35.8870112,-85.18496409999999
1214,Financial District North,37.796667600000006,-122.40557709999999
1215,Flatiron,40.741060499999996,-73.9896986
1216,Forest Hills,40.718106,-73.84484690000001
1217,Fort Greene,40.6920638,-73.9741874
1218,Homecrest,46.431465,-95.131433
1219,Lower East Side,40.715033,-73.98427240000001
1220,Melrose South,-32.8087635,138.1893045
1221,Midtown Center,42.7835541,-86.1113196
1222,Midtown East,40.7540369,-73.9668408
1223,Ocean Hill,33.1600272,-117.2644629
1224,Park Slope,40.6681038,-73.9805817
1225,Prospect-Lefferts Gardens,40.6590448,-73.9506774
1226,Springfield Gardens South,40.6626441,-73.7683784
1227,Spuyten Duyvil/Kingsbridge,40.87941970000001,-73.9074286
1228,Stuyvesant Heights,42.3880474,-73.775696
1229,Sunnyside,36.732844,-119.7170466
1230,TriBeCa/Civic Center,40.716364899999995,-74.0123498
1231,Two Bridges/Seward Park,40.7157874,-73.98920109999999
1232,West Chelsea/Hudson Yards,40.752559000000005,-74.002736
1233,Astoria,40.764357399999994,-73.9234619
1234,Battery Park City,40.7115786,-74.0158441
1235,Bushwick South,40.6944282,-73.9212858
1236,Central Harlem North,40.8142585,-73.9426617
1237,East Village,40.7264773,-73.9815337
1238,East Williamsburg,40.715876200000004,-73.9330429
1239,Elmhurst,41.8994744,-87.9403418
1240,Erasmus,35.8870112,-85.18496409999999
1241,Greenpoint,40.7245448,-73.9418603
1242,Greenwich Village South,40.7335719,-74.0027418
1243,Hudson Sq,40.726583399999996,-74.00747309999998
1244,Lincoln Square East,41.9257597,-87.6549782
1245,Little Italy/NoLiTa,40.7205544,-73.996656
1246,Lower East Side,40.715033,-73.98427240000001
1247,Meatpacking/West Village West,40.7409865,-74.0076108
1248,Middle Village,40.717372,-73.87425
1249,Midtown East,40.7540369,-73.9668408
1250,Midtown South,40.753823100000005,-73.9950023
1251,Morningside Heights,40.8089564,-73.96243270000001
1252,Morrisania/Melrose,40.824545,-73.9104143
1253,North Corona,40.7502698,-73.8624893
1254,Sutton Place/Turtle Bay North,40.757105700000004,-73.96711020000001
1255,Union Sq,40.7358633,-73.9910835
1256,Upper West Side North,40.7870106,-73.9753676
1257,Upper West Side South,40.7870106,-73.9753676
1258,Washington Heights South,40.84170820000001,-73.9393554
1259,Whitestone,40.79204489999999,-73.8095574
1260,Alphabet City,40.725842799999995,-73.9774916
1261,Bedford,42.4906231,-71.27600890000001
1262,Brooklyn Navy Yard,40.7020737,-73.9708292
1263,Canarsie,40.6402325,-73.90605790000001
1264,Clinton East,38.7651145,-76.8983059
1265,Corona,33.8752935,-117.56643840000001
1266,East Chelsea,42.3180919,-84.02050290000001
1267,East Harlem North,40.7957399,-73.9389213
1268,Elmhurst,41.8994744,-87.9403418
1269,Financial District North,37.796667600000006,-122.40557709999999
1270,Hamilton Heights,40.8259597,-73.9496079
1271,Jamaica,18.109581,-77.297508
1272,JFK Airport,40.6413111,-73.77813909999999
1273,Kew Gardens Hills,40.73849860000001,-73.81068540000001
1274,Lincoln Square East,41.9257597,-87.6549782
1275,Little Italy/NoLiTa,40.7205544,-73.996656
1276,Long Island City/Hunters Point,40.7480338,-73.9506774
1277,Midtown Center,42.7835541,-86.1113196
1278,Midtown East,40.7540369,-73.9668408
1279,Midtown North,40.7649516,-73.98510390000001
1280,Midtown South,40.753823100000005,-73.9950023
1281,Stuyvesant Heights,42.3880474,-73.775696
1282,Sunset Park West,40.645532,-74.01238509999999
1283,Times Sq/Theatre District,40.759011,-73.98447220000001
1284,TriBeCa/Civic Center,40.716364899999995,-74.0123498
1285,UN/Turtle Bay South,40.7488758,-73.96800909999999
1286,Union Sq,40.7358633,-73.9910835
1287,Upper East Side South,40.7735649,-73.9565551
1288,Washington Heights North,40.84170820000001,-73.9393554
1289,West Chelsea/Hudson Yards,40.752559000000005,-74.002736
1290,West Village,40.735781,-74.0035709
1291,Astoria,40.764357399999994,-73.9234619
1292,Bensonhurst East,40.6112691,-73.9976946
1293,Bloomingdale,41.957528499999995,-88.0809036
1294,Borough Park,40.6323009,-73.9888797
1295,Brownsville,25.9017472,-97.4974838
1296,Bushwick South,40.6944282,-73.9212858
1297,Clinton East,38.7651145,-76.8983059
1298,Clinton West,41.487875,-81.71094699999999
1299,Downtown Brooklyn/MetroTech,40.6931322,-73.986496
1300,East Flatbush/Remsen Village,40.6468201,-73.9133089
1301,East Harlem South,40.7957399,-73.9389213
1302,East New York,40.656831200000006,-73.88307009999998
1303,Eastchester,40.959560499999995,-73.8095574
1304,Flatbush/Ditmas Park,40.6409217,-73.96243270000001
1305,Flatiron,40.741060499999996,-73.9896986
1306,Greenwich Village South,40.7335719,-74.0027418
1307,Hamilton Heights,40.8259597,-73.9496079
1308,Homecrest,46.431465,-95.131433
1309,Inwood,40.867714500000005,-73.92120190000001
1310,Jamaica,18.109581,-77.297508
1311,JFK Airport,40.6413111,-73.77813909999999
1312,Kingsbridge Heights,40.872321899999996,-73.9006916
1313,Lincoln Square East,41.9257597,-87.6549782
1314,Little Italy/NoLiTa,40.7205544,-73.996656
1315,Lower East Side,40.715033,-73.98427240000001
1316,Meatpacking/West Village West,40.7409865,-74.0076108
1317,Middle Village,40.717372,-73.87425
1318,Midtown East,40.7540369,-73.9668408
1319,Old Astoria,46.1519015,-123.8579416
1320,Riverdale/North Riverdale/Fieldston,40.898057,-73.90140179999999
1321,South Jamaica,40.680859399999996,-73.7919103
1322,Times Sq/Theatre District,40.759011,-73.98447220000001
1323,TriBeCa/Civic Center,40.716364899999995,-74.0123498
1324,Two Bridges/Seward Park,40.7157874,-73.98920109999999
1325,Upper West Side South,40.7870106,-73.9753676
1326,Washington Heights North,40.84170820000001,-73.9393554
1327,Washington Heights South,40.84170820000001,-73.9393554
1328,Brooklyn Heights,40.6960105,-73.9932872
1329,Brownsville,25.9017472,-97.4974838
1330,Bushwick North,40.6944282,-73.9212858
1331,Cambria Heights,40.692158,-73.7330753
1332,Central Harlem North,40.8142585,-73.9426617
1333,Clinton Hill,40.6893665,-73.9639021
1334,Downtown Brooklyn/MetroTech,40.6931322,-73.986496
1335,East Chelsea,42.3180919,-84.02050290000001
1336,East New York,40.656831200000006,-73.88307009999998
1337,East Village,40.7264773,-73.9815337
1338,Financial District North,37.796667600000006,-122.40557709999999
1339,Financial District South,37.7911452,-122.39494679999999
1340,Flatbush/Ditmas Park,40.6409217,-73.96243270000001
1341,Fort Greene,40.6920638,-73.9741874
1342,Greenwich Village North,40.7335719,-74.0027418
1343,Greenwich Village South,40.7335719,-74.0027418
1344,Heartland Village/Todt Hill,40.58076629999999,-74.1680347
1345,Jackson Heights,40.7556818,-73.88307009999998
1346,JFK Airport,40.6413111,-73.77813909999999
1347,Lincoln Square East,41.9257597,-87.6549782
1348,Little Italy/NoLiTa,40.7205544,-73.996656
1349,Lower East Side,40.715033,-73.98427240000001
1350,Madison,43.07305170000001,-89.4012302
1351,Midtown Center,42.7835541,-86.1113196
1352,Midtown East,40.7540369,-73.9668408
1353,Midtown North,40.7649516,-73.98510390000001
1354,Morningside Heights,40.8089564,-73.96243270000001
1355,Park Slope,40.6681038,-73.9805817
1356,Prospect Heights,40.6774196,-73.9668408
1357,Riverdale/North Riverdale/Fieldston,40.898057,-73.90140179999999
1358,Roosevelt Island,40.7605031,-73.9509934
1359,Sheepshead Bay,40.5975847,-73.9536163
1360,South Williamsburg,40.70856920000001,-73.9701967
1361,Springfield Gardens North,40.6626441,-73.7683784
1362,Springfield Gardens South,40.6626441,-73.7683784
1363,Union Sq,40.7358633,-73.9910835
1364,Williamsburg (North Side),40.7162857,-73.95838979999999
1365,Williamsburg (South Side),40.71305,-73.957037
1366,World Trade Center,40.712743100000004,-74.0133795
1367,Battery Park City,40.7115786,-74.0158441
1368,Bloomingdale,41.957528499999995,-88.0809036
1369,Bushwick North,40.6944282,-73.9212858
1370,Central Harlem,48.5351455,-108.79122179999999
1371,Clinton East,38.7651145,-76.8983059
1372,Crown Heights North,35.512170000000005,-97.52914
1373,East Village,40.7264773,-73.9815337
1374,Flatbush/Ditmas Park,40.6409217,-73.96243270000001
1375,Greenwich Village North,40.7335719,-74.0027418
1376,Kips Bay,40.7423292,-73.9800645
1377,Little Italy/NoLiTa,40.7205544,-73.996656
1378,Long Island City/Hunters Point,40.7480338,-73.9506774
1379,Lower East Side,40.715033,-73.98427240000001
1380,Midtown Center,42.7835541,-86.1113196
1381,Midtown East,40.7540369,-73.9668408
1382,Midtown North,40.7649516,-73.98510390000001
1383,Murray Hill,40.7478792,-73.9756567
1384,Ocean Hill,33.1600272,-117.2644629
1385,Penn Station/Madison Sq West,40.7483605,-73.9907657
1386,Stuyvesant Heights,42.3880474,-73.775696
1387,Sunnyside,36.732844,-119.7170466
1388,Times Sq/Theatre District,40.759011,-73.98447220000001
1389,Union Sq,40.7358633,-73.9910835
1390,Upper East Side South,40.7735649,-73.9565551
1391,Washington Heights South,40.84170820000001,-73.9393554
1392,Williamsburg (North Side),40.7162857,-73.95838979999999
1393,Williamsburg (South Side),40.71305,-73.957037
1394,Battery Park City,40.7115786,-74.0158441
1395,Borough Park,40.6323009,-73.9888797
1396,Canarsie,40.6402325,-73.90605790000001
1397,Central Harlem,48.5351455,-108.79122179999999
1398,Chinatown,37.794137799999994,-122.40779140000001
1399,Clinton East,38.7651145,-76.8983059
1400,Clinton Hill,40.6893665,-73.9639021
1401,Coney Island,40.5755438,-73.9707016
1402,Crown Heights North,35.512170000000005,-97.52914
1403,DUMBO/Vinegar Hill,40.702754999999996,-73.98128840000001
1404,East Village,40.7264773,-73.9815337
1405,East Williamsburg,40.715876200000004,-73.9330429
1406,Fort Greene,40.6920638,-73.9741874
1407,Great Kills,40.5543273,-74.15629200000001
1408,Greenpoint,40.7245448,-73.9418603
1409,Greenwich Village South,40.7335719,-74.0027418
1410,Hamilton Heights,40.8259597,-73.9496079
1411,Hudson Sq,40.726583399999996,-74.00747309999998
1412,JFK Airport,40.6413111,-73.77813909999999
1413,Lincoln Square East,41.9257597,-87.6549782
1414,Lincoln Square West,40.7733055,-73.98145840000001
1415,Little Italy/NoLiTa,40.7205544,-73.996656
1416,Lower East Side,40.715033,-73.98427240000001
1417,Manhattan Beach,33.884736100000005,-118.41090890000001
1418,Midtown Center,42.7835541,-86.1113196
1419,Midtown East,40.7540369,-73.9668408
1420,Midtown North,40.7649516,-73.98510390000001
1421,Midtown South,40.753823100000005,-73.9950023
1422,Murray Hill,40.7478792,-73.9756567
1423,Ocean Hill,33.1600272,-117.2644629
1424,Prospect-Lefferts Gardens,40.6590448,-73.9506774
1425,Sheepshead Bay,40.5975847,-73.9536163
1426,SoHo,40.723301,-74.0029883
1427,South Jamaica,40.680859399999996,-73.7919103
1428,Sunset Park West,40.645532,-74.01238509999999
1429,Times Sq/Theatre District,40.759011,-73.98447220000001
1430,Upper East Side North,40.7735649,-73.9565551
1431,Washington Heights North,40.84170820000001,-73.9393554
1432,Westerleigh,40.621215,-74.13180940000001
1433,Williamsburg (North Side),40.7162857,-73.95838979999999
1434,Alphabet City,40.725842799999995,-73.9774916
1435,Battery Park City,40.7115786,-74.0158441
1436,Bedford,42.4906231,-71.27600890000001
1437,Bloomingdale,41.957528499999995,-88.0809036
1438,Boerum Hill,40.6848689,-73.98447220000001
1439,Briarwood/Jamaica Hills,40.714341,-73.802722
1440,Bushwick North,40.6944282,-73.9212858
1441,Bushwick South,40.6944282,-73.9212858
1442,Canarsie,40.6402325,-73.90605790000001
1443,Central Harlem,48.5351455,-108.79122179999999
1444,Clinton East,38.7651145,-76.8983059
1445,Clinton West,41.487875,-81.71094699999999
1446,Crown Heights North,35.512170000000005,-97.52914
1447,Crown Heights South,40.6681032,-73.94479940000001
1448,DUMBO/Vinegar Hill,40.702754999999996,-73.98128840000001
1449,East Chelsea,42.3180919,-84.02050290000001
1450,East Concourse/Concourse Village,40.8461819,-73.9095033
1451,East Harlem North,40.7957399,-73.9389213
1452,East New York/Pennsylvania Avenue,40.6560923,-73.8886753
1453,East Village,40.7264773,-73.9815337
1454,Financial District North,37.796667600000006,-122.40557709999999
1455,Flatiron,40.741060499999996,-73.9896986
1456,Flatlands,40.6268432,-73.9330429
1457,Flushing,40.767498700000004,-73.833079
1458,Forest Hills,40.718106,-73.84484690000001
1459,Glendale,34.1425078,-118.255075
1460,Greenwich Village North,40.7335719,-74.0027418
1461,Greenwich Village South,40.7335719,-74.0027418
1462,Hamilton Heights,40.8259597,-73.9496079
1463,Jamaica Estates,40.7178539,-73.77426159999999
1464,Little Italy/NoLiTa,40.7205544,-73.996656
1465,Long Island City/Hunters Point,40.7480338,-73.9506774
1466,Lower East Side,40.715033,-73.98427240000001
1467,Meatpacking/West Village West,40.7409865,-74.0076108
1468,Midtown Center,42.7835541,-86.1113196
1469,Midtown East,40.7540369,-73.9668408
1470,Midtown North,40.7649516,-73.98510390000001
1471,Midtown South,40.753823100000005,-73.9950023
1472,Midwood,40.619062899999996,-73.9653715
1473,Mount Hope,40.622934,-81.78613299999999
1474,Murray Hill,40.7478792,-73.9756567
1475,Ocean Hill,33.1600272,-117.2644629
1476,Ocean Parkway South,40.6130974,-73.9686455
1477,Queensboro Hill,40.767498700000004,-73.833079
1478,SoHo,40.723301,-74.0029883
1479,South Ozone Park,40.6764003,-73.81249840000001
1480,Sutton Place/Turtle Bay North,40.757105700000004,-73.96711020000001
1481,Times Sq/Theatre District,40.759011,-73.98447220000001
1482,TriBeCa/Civic Center,40.716364899999995,-74.0123498
1483,Two Bridges/Seward Park,40.7157874,-73.98920109999999
1484,UN/Turtle Bay South,40.7488758,-73.96800909999999
1485,Union Sq,40.7358633,-73.9910835
1486,Upper East Side North,40.7735649,-73.9565551
1487,Upper East Side South,40.7735649,-73.9565551
1488,Washington Heights North,40.84170820000001,-73.9393554
1489,West Chelsea/Hudson Yards,40.752559000000005,-74.002736
1490,West Village,40.735781,-74.0035709
1491,Williamsburg (North Side),40.7162857,-73.95838979999999
1492,Williamsburg (South Side),40.71305,-73.957037
1493,Windsor Terrace,40.6539346,-73.9756567
1494,Arden Heights,40.5567951,-74.1739057
1495,Astoria,40.764357399999994,-73.9234619
1496,Bay Ridge,40.6261638,-74.0329499
1497,Bedford,42.4906231,-71.27600890000001
1498,Bedford Park,41.7641723,-87.78125240000001
1499,Bensonhurst East,40.6112691,-73.9976946
1500,Bloomingdale,41.957528499999995,-88.0809036
1501,Brownsville,25.9017472,-97.4974838
1502,Bushwick North,40.6944282,-73.9212858
1503,Bushwick South,40.6944282,-73.9212858
1504,Canarsie,40.6402325,-73.90605790000001
1505,Central Harlem,48.5351455,-108.79122179999999
1506,Central Harlem North,40.8142585,-73.9426617
1507,Clinton East,38.7651145,-76.8983059
1508,Clinton West,41.487875,-81.71094699999999
1509,Co-Op City,40.8738889,-73.8294444
1510,Crown Heights North,35.512170000000005,-97.52914
1511,Crown Heights South,40.6681032,-73.94479940000001
1512,Cypress Hills,40.683611799999994,-73.8801301
1513,Downtown Brooklyn/MetroTech,40.6931322,-73.986496
1514,East Chelsea,42.3180919,-84.02050290000001
1515,East Concourse/Concourse Village,40.8461819,-73.9095033
1516,East Elmhurst,40.7737505,-73.8713099
1517,East Flatbush/Farragut,40.638525099999995,-73.9260253
1518,East Flatbush/Remsen Village,40.6468201,-73.9133089
1519,East Harlem North,40.7957399,-73.9389213
1520,East New York,40.656831200000006,-73.88307009999998
1521,East New York/Pennsylvania Avenue,40.6560923,-73.8886753
1522,East Tremont,40.845378100000005,-73.8909693
1523,East Village,40.7264773,-73.9815337
1524,East Williamsburg,40.715876200000004,-73.9330429
1525,Elmhurst,41.8994744,-87.9403418
1526,Erasmus,35.8870112,-85.18496409999999
1527,Financial District North,37.796667600000006,-122.40557709999999
1528,Financial District South,37.7911452,-122.39494679999999
1529,Flatbush/Ditmas Park,40.6409217,-73.96243270000001
1530,Flatiron,40.741060499999996,-73.9896986
1531,Flatlands,40.6268432,-73.9330429
1532,Forest Hills,40.718106,-73.84484690000001
1533,Fort Greene,40.6920638,-73.9741874
1534,Fresh Meadows,40.7335179,-73.78014470000001
1535,Garment District,42.3658911,-71.09293659999999
1536,Gowanus,40.6733364,-73.9903489
1537,Gramercy,40.7367783,-73.98447220000001
1538,Greenpoint,40.7245448,-73.9418603
1539,Greenwich Village North,40.7335719,-74.0027418
1540,Greenwich Village South,40.7335719,-74.0027418
1541,Hamilton Heights,40.8259597,-73.9496079
1542,Highbridge,40.8384699,-73.92716440000001
1543,Homecrest,46.431465,-95.131433
1544,JFK Airport,40.6413111,-73.77813909999999
1545,Kew Gardens Hills,40.73849860000001,-73.81068540000001
1546,Kips Bay,40.7423292,-73.9800645
1547,LaGuardia Airport,40.7769271,-73.87396590000002
1548,Lenox Hill West,40.7662315,-73.96023120000001
1549,Lincoln Square East,41.9257597,-87.6549782
1550,Little Italy/NoLiTa,40.7205544,-73.996656
1551,Long Island City/Queens Plaza,40.7513473,-73.9410795
1552,Lower East Side,40.715033,-73.98427240000001
1553,Madison,43.07305170000001,-89.4012302
1554,Manhattan Beach,33.884736100000005,-118.41090890000001
1555,Manhattan Valley,40.796989,-73.969707
1556,Marine Park/Mill Basin,40.6188928,-73.9246109
1557,Meatpacking/West Village West,40.7409865,-74.0076108
1558,Melrose South,-32.8087635,138.1893045
1559,Middle Village,40.717372,-73.87425
1560,Midtown Center,42.7835541,-86.1113196
1561,Midtown East,40.7540369,-73.9668408
1562,Midtown North,40.7649516,-73.98510390000001
1563,Midtown South,40.753823100000005,-73.9950023
1564,Midwood,40.619062899999996,-73.9653715
1565,Morningside Heights,40.8089564,-73.96243270000001
1566,Murray Hill,40.7478792,-73.9756567
1567,Norwood,42.1943909,-71.19896949999999
1568,Ozone Park,40.67940720000001,-73.85072790000001
1569,Park Slope,40.6681038,-73.9805817
1570,Pelham Parkway,40.8553279,-73.8639594
1571,Penn Station/Madison Sq West,40.7483605,-73.9907657
1572,Prospect-Lefferts Gardens,40.6590448,-73.9506774
1573,Prospect Heights,40.6774196,-73.9668408
1574,Red Hook,40.677280200000006,-74.00944709999999
1575,Rego Park,40.7255722,-73.8624893
1576,Richmond Hill,40.6958108,-73.8272029
1577,Ridgewood,40.9792645,-74.11653129999999
1578,Roosevelt Island,40.7605031,-73.9509934
1579,Seaport,37.9378182,-121.3141291
1580,Sheepshead Bay,40.5975847,-73.9536163
1581,SoHo,40.723301,-74.0029883
1582,Soundview/Bruckner,40.8240844,-73.8762153
1583,Spuyten Duyvil/Kingsbridge,40.87941970000001,-73.9074286
1584,Stuy Town/Peter Cooper Village,40.7316903,-73.97784940000001
1585,Stuyvesant Heights,42.3880474,-73.775696
1586,Sunnyside,36.732844,-119.7170466
1587,Sunset Park West,40.645532,-74.01238509999999
1588,Times Sq/Theatre District,40.759011,-73.98447220000001
1589,TriBeCa/Civic Center,40.716364899999995,-74.0123498
1590,UN/Turtle Bay South,40.7488758,-73.96800909999999
1591,Union Sq,40.7358633,-73.9910835
1592,Van Nest/Morris Park,40.845044,-73.8598069
1593,Washington Heights North,40.84170820000001,-73.9393554
1594,West Brighton,40.627029799999995,-74.10931409999999
1595,West Chelsea/Hudson Yards,40.752559000000005,-74.002736
1596,West Concourse,28.4246526,-81.4695163
1597,West Village,40.735781,-74.0035709
1598,Williamsbridge/Olinville,40.8774767,-73.8664402
1599,Williamsburg (North Side),40.7162857,-73.95838979999999
1600,Williamsburg (South Side),40.71305,-73.957037
1601,Windsor Terrace,40.6539346,-73.9756567
1602,Woodhaven,42.1389839,-83.2417994
1603,Woodside,40.7512123,-73.9036487
1604,Yorkville East,40.770203,-73.95072990000001
1605,Yorkville West,41.641140899999996,-88.4472948
1606,Astoria,40.764357399999994,-73.9234619
1607,Bedford,42.4906231,-71.27600890000001
1608,Bushwick North,40.6944282,-73.9212858
1609,Bushwick South,40.6944282,-73.9212858
1610,Central Harlem North,40.8142585,-73.9426617
1611,Clinton Hill,40.6893665,-73.9639021
1612,Downtown Brooklyn/MetroTech,40.6931322,-73.986496
1613,East Chelsea,42.3180919,-84.02050290000001
1614,East Concourse/Concourse Village,40.8461819,-73.9095033
1615,East Flatbush/Remsen Village,40.6468201,-73.9133089
1616,East Harlem South,40.7957399,-73.9389213
1617,East Village,40.7264773,-73.9815337
1618,East Williamsburg,40.715876200000004,-73.9330429
1619,Flushing,40.767498700000004,-73.833079
1620,Jackson Heights,40.7556818,-73.88307009999998
1621,Jamaica Estates,40.7178539,-73.77426159999999
1622,Kew Gardens Hills,40.73849860000001,-73.81068540000001
1623,Kips Bay,40.7423292,-73.9800645
1624,Lincoln Square West,40.7733055,-73.98145840000001
1625,Lower East Side,40.715033,-73.98427240000001
1626,Manhattanville,40.816944299999996,-73.9558333
1627,Melrose South,-32.8087635,138.1893045
1628,Midtown East,40.7540369,-73.9668408
1629,Murray Hill-Queens,40.7665245,-73.8036752
1630,Old Astoria,46.1519015,-123.8579416
1631,Ridgewood,40.9792645,-74.11653129999999
1632,SoHo,40.723301,-74.0029883
1633,Steinway,40.780043799999994,-73.8996985
1634,Stuyvesant Heights,42.3880474,-73.775696
1635,Times Sq/Theatre District,40.759011,-73.98447220000001
1636,Union Sq,40.7358633,-73.9910835
1637,University Heights/Morris Heights,40.8523957,-73.9135172
1638,Upper East Side North,40.7735649,-73.9565551
1639,Upper West Side North,40.7870106,-73.9753676
1640,Van Cortlandt Village,40.8979346,-73.88595140000001
1641,Van Nest/Morris Park,40.845044,-73.8598069
1642,Washington Heights North,40.84170820000001,-73.9393554
1643,Washington Heights South,40.84170820000001,-73.9393554
1644,West Chelsea/Hudson Yards,40.752559000000005,-74.002736
1645,West Village,40.735781,-74.0035709
1646,Alphabet City,40.725842799999995,-73.9774916
1647,Bayside,43.1805645,-87.9006421
1648,Canarsie,40.6402325,-73.90605790000001
1649,Clinton East,38.7651145,-76.8983059
1650,East Chelsea,42.3180919,-84.02050290000001
1651,East Elmhurst,40.7737505,-73.8713099
1652,East Flatbush/Remsen Village,40.6468201,-73.9133089
1653,Financial District North,37.796667600000006,-122.40557709999999
1654,Flatiron,40.741060499999996,-73.9896986
1655,Gramercy,40.7367783,-73.98447220000001
1656,Hollis,42.7425166,-71.5895344
1657,Hudson Sq,40.726583399999996,-74.00747309999998
1658,Lower East Side,40.715033,-73.98427240000001
1659,Melrose South,-32.8087635,138.1893045
1660,Midtown East,40.7540369,-73.9668408
1661,Midtown South,40.753823100000005,-73.9950023
1662,Morningside Heights,40.8089564,-73.96243270000001
1663,Spuyten Duyvil/Kingsbridge,40.87941970000001,-73.9074286
1664,Stuyvesant Heights,42.3880474,-73.775696
1665,Two Bridges/Seward Park,40.7157874,-73.98920109999999
1666,University Heights/Morris Heights,40.8523957,-73.9135172
1667,West Chelsea/Hudson Yards,40.752559000000005,-74.002736
1668,West Village,40.735781,-74.0035709
1669,Williamsburg (South Side),40.71305,-73.957037
1670,Yorkville East,40.770203,-73.95072990000001
1671,Alphabet City,40.725842799999995,-73.9774916
1672,Astoria,40.764357399999994,-73.9234619
1673,Bedford,42.4906231,-71.27600890000001
1674,Boerum Hill,40.6848689,-73.98447220000001
1675,Brooklyn Heights,40.6960105,-73.9932872
1676,Bushwick South,40.6944282,-73.9212858
1677,Canarsie,40.6402325,-73.90605790000001
1678,Clinton East,38.7651145,-76.8983059
1679,Elmhurst/Maspeth,40.737975,-73.8801301
1680,Fort Greene,40.6920638,-73.9741874
1681,Greenpoint,40.7245448,-73.9418603
1682,Greenwich Village North,40.7335719,-74.0027418
1683,Inwood,40.867714500000005,-73.92120190000001
1684,Jackson Heights,40.7556818,-73.88307009999998
1685,Lincoln Square East,41.9257597,-87.6549782
1686,Long Island City/Hunters Point,40.7480338,-73.9506774
1687,Midtown Center,42.7835541,-86.1113196
1688,Midtown South,40.753823100000005,-73.9950023
1689,Pelham Parkway,40.8553279,-73.8639594
1690,Prospect-Lefferts Gardens,40.6590448,-73.9506774
1691,Prospect Heights,40.6774196,-73.9668408
1692,Riverdale/North Riverdale/Fieldston,40.898057,-73.90140179999999
1693,Sheepshead Bay,40.5975847,-73.9536163
1694,Spuyten Duyvil/Kingsbridge,40.87941970000001,-73.9074286
1695,Steinway,40.780043799999994,-73.8996985
1696,Stuyvesant Heights,42.3880474,-73.775696
1697,Sunnyside,36.732844,-119.7170466
1698,Times Sq/Theatre District,40.759011,-73.98447220000001
